Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Swap,Profit,Balance,Comment
2024.03.28 00:32:30,97.0,XAUUSDc,buy,out,0.88,2190.464,102.0,0,0.0,-2.24,47.34,sl 2190.297
2024.04.01 00:09:37,98.0,XAUUSDc,buy,in,0.64,2248.717,103.0,0,0.0,0.0,47.34,Range Breakout Buy
2024.04.01 12:05:30,99.0,XAUUSDc,sell,out,0.64,2245.593,104.0,0,0.0,-2.0,45.34,sl 2245.926
2024.04.02 04:45:32,100.0,XAUUSDc,buy,in,0.88,2257.451,105.0,0,0.0,0.0,45.34,Range Breakout Buy
2024.04.02 05:16:30,101.0,XAUUSDc,sell,out,0.88,2254.844,106.0,0,0.0,-2.29,43.05,sl 2255.036
2024.04.03 01:12:35,102.0,XAUUSDc,sell,in,1.47,2277.669,107.0,0,0.0,0.0,43.05,Range Breakout Sell
2024.04.03 01:16:30,103.0,XAUUSDc,buy,out,1.47,2278.956,108.0,0,0.0,-1.89,41.16,sl 2278.850
2024.04.04 00:57:35,104.0,XAUUSDc,buy,in,0.62,2302.363,109.0,0,0.0,0.0,41.16,Range Breakout Buy
2024.04.04 01:05:30,105.0,XAUUSDc,sell,out,0.62,2300.278,110.0,0,0.0,-1.29,39.87,sl 2300.351
2024.04.05 00:15:38,106.0,XAUUSDc,sell,in,1.44,2288.317,111.0,0,0.0,0.0,39.87,Range Breakout Sell
2024.04.05 00:16:30,107.0,XAUUSDc,buy,out,1.44,2288.916,112.0,0,0.0,-0.86,39.01,sl 2288.853
2024.04.08 01:03:33,108.0,XAUUSDc,sell,in,0.45,2302.891,113.0,0,0.0,0.0,39.01,Range Breakout Sell
2024.04.08 01:07:30,109.0,XAUUSDc,buy,out,0.45,2306.63,114.0,0,0.0,-1.68,37.33,sl 2306.230
2024.04.10 01:03:35,110.0,XAUUSDc,sell,in,0.49,2349.85,115.0,0,0.0,0.0,37.33,Range Breakout Sell
2024.04.10 02:31:30,111.0,XAUUSDc,buy,out,0.49,2351.084,116.0,0,0.0,-0.6,36.73,sl 2350.958
2024.04.11 01:09:32,112.0,XAUUSDc,buy,in,1.41,2339.778,117.0,0,0.0,0.0,36.73,Range Breakout Buy
2024.04.11 02:49:30,113.0,XAUUSDc,sell,out,1.41,2344.667,118.0,0,0.0,6.89,43.62,tp 2344.504
2024.04.12 01:03:05,114.0,XAUUSDc,buy,in,0.24,2384.541,119.0,0,0.0,0.0,43.62,Range Breakout Buy
2024.04.12 14:58:27,115.0,XAUUSDc,sell,out,0.24,2426.804,120.0,0,0.0,10.14,53.76,tp 2426.799
2024.04.16 15:09:04,116.0,XAUUSDc,buy,in,0.31,2392.944,121.0,0,0.0,0.0,53.76,Range Breakout Buy
2024.04.16 15:12:36,117.0,XAUUSDc,sell,out,0.31,2387.493,122.0,0,0.0,-1.69,52.07,sl 2387.495
2024.04.17 00:03:02,118.0,XAUUSDc,sell,in,0.71,2381.164,123.0,0,0.0,0.0,52.07,Range Breakout Sell
2024.04.17 00:19:38,119.0,XAUUSDc,buy,out,0.71,2383.421,124.0,0,0.0,-1.6,50.47,sl 2383.399
2024.04.18 00:03:05,120.0,XAUUSDc,buy,in,0.84,2369.61,125.0,0,0.0,0.0,50.47,Range Breakout Buy
2024.04.18 00:09:30,121.0,XAUUSDc,sell,out,0.84,2367.829,126.0,0,0.0,-1.5,48.97,sl 2367.837
2024.04.19 00:06:07,122.0,XAUUSDc,sell,in,0.79,2377.041,127.0,0,0.0,0.0,48.97,Range Breakout Sell
2024.04.19 00:58:30,123.0,XAUUSDc,buy,out,0.79,2379.051,128.0,0,0.0,-1.59,47.38,sl 2379.029
2024.04.23 01:09:02,124.0,XAUUSDc,buy,in,1.11,2334.201,129.0,0,0.0,0.0,47.38,Range Breakout Buy
2024.04.23 01:21:41,125.0,XAUUSDc,sell,out,1.11,2332.653,130.0,0,0.0,-1.72,45.66,sl 2332.673
2024.04.24 03:21:00,126.0,XAUUSDc,buy,in,0.82,2325.336,131.0,0,0.0,0.0,45.66,Range Breakout Buy
2024.04.24 07:05:03,127.0,XAUUSDc,sell,out,0.82,2323.503,132.0,0,0.0,-1.5,44.16,sl 2323.504
2024.04.25 03:12:01,128.0,XAUUSDc,sell,in,0.23,2313.219,133.0,0,0.0,0.0,44.16,Range Breakout Sell
2024.04.25 05:36:37,129.0,XAUUSDc,buy,out,0.23,2318.714,134.0,0,0.0,-1.26,42.9,sl 2318.705
2024.04.26 00:18:03,130.0,XAUUSDc,sell,in,1.28,2329.799,135.0,0,0.0,0.0,42.9,Range Breakout Sell
2024.04.26 01:32:14,131.0,XAUUSDc,buy,out,1.28,2330.833,136.0,0,0.0,-1.32,41.58,sl 2330.814
2024.04.29 00:45:04,132.0,XAUUSDc,sell,in,1.55,2332.049,137.0,0,0.0,0.0,41.58,Range Breakout Sell
2024.04.29 01:00:37,133.0,XAUUSDc,buy,out,1.55,2325.767,138.0,0,0.0,9.74,51.32,tp 2325.767
2024.04.30 00:03:00,134.0,XAUUSDc,sell,in,1.15,2331.882,139.0,0,0.0,0.0,51.32,Range Breakout Sell
2024.04.30 00:06:36,135.0,XAUUSDc,buy,out,1.15,2333.243,140.0,0,0.0,-1.57,49.75,sl 2333.218
2024.05.01 00:51:16,136.0,XAUUSDc,sell,in,1.15,2285.76,141.0,0,0.0,0.0,49.75,Range Breakout Sell
2024.05.01 00:52:29,137.0,XAUUSDc,buy,out,1.15,2288.225,142.0,0,0.0,-2.84,46.91,sl 2288.222
2024.05.02 00:06:02,138.0,XAUUSDc,buy,in,1.3,2325.636,143.0,0,0.0,0.0,46.91,Range Breakout Buy
2024.05.02 00:06:35,139.0,XAUUSDc,sell,out,1.3,2324.272,144.0,0,0.0,-1.77,45.14,sl 2324.289
2024.05.03 01:06:00,140.0,XAUUSDc,buy,in,1.02,2305.69,145.0,0,0.0,0.0,45.14,Range Breakout Buy
2024.05.03 01:12:25,141.0,XAUUSDc,sell,out,1.02,2304.206,146.0,0,0.0,-1.51,43.63,sl 2304.217
2024.05.06 00:18:02,142.0,XAUUSDc,sell,in,0.52,2292.315,147.0,0,0.0,0.0,43.63,Range Breakout Sell
2024.05.06 00:38:34,143.0,XAUUSDc,buy,out,0.52,2294.986,148.0,0,0.0,-1.39,42.24,sl 2294.960
2024.05.07 02:12:05,144.0,XAUUSDc,sell,in,0.9,2322.061,149.0,0,0.0,0.0,42.24,Range Breakout Sell
2024.05.07 02:29:25,145.0,XAUUSDc,buy,out,0.9,2323.354,150.0,0,0.0,-1.16,41.08,sl 2323.354
2024.05.08 00:45:00,146.0,XAUUSDc,sell,in,2.39,2313.812,151.0,0,0.0,0.0,41.08,Range Breakout Sell
2024.05.08 00:45:29,147.0,XAUUSDc,buy,out,2.39,2314.355,152.0,0,0.0,-1.3,39.78,sl 2314.326
2024.05.10 00:30:07,148.0,XAUUSDc,buy,in,1.04,2348.664,153.0,0,0.0,0.0,39.78,Range Breakout Buy
2024.05.10 00:36:37,149.0,XAUUSDc,sell,out,1.04,2347.407,154.0,0,0.0,-1.31,38.47,sl 2347.421
2024.05.13 01:15:04,150.0,XAUUSDc,sell,in,0.51,2359.597,155.0,0,0.0,0.0,38.47,Range Breakout Sell
2024.05.13 09:26:04,151.0,XAUUSDc,buy,out,0.51,2341.479,156.0,0,0.0,9.24,47.71,tp 2341.483
2024.05.14 00:18:00,152.0,XAUUSDc,buy,in,1.75,2339.738,157.0,0,0.0,0.0,47.71,Range Breakout Buy
2024.05.14 00:25:13,153.0,XAUUSDc,sell,out,1.75,2338.71,158.0,0,0.0,-1.8,45.91,sl 2338.715
2024.05.15 01:33:02,154.0,XAUUSDc,buy,in,0.86,2358.067,159.0,0,0.0,0.0,45.91,Range Breakout Buy
2024.05.15 04:53:37,155.0,XAUUSDc,sell,out,0.86,2356.248,160.0,0,0.0,-1.57,44.34,sl 2356.274
2024.05.16 00:12:06,156.0,XAUUSDc,buy,in,0.78,2392.107,161.0,0,0.0,0.0,44.34,Range Breakout Buy
2024.05.16 01:55:40,157.0,XAUUSDc,sell,out,0.78,2390.367,162.0,0,0.0,-1.36,42.98,sl 2390.394
2024.05.20 00:42:06,158.0,XAUUSDc,buy,in,0.56,2425.14,163.0,0,0.0,0.0,42.98,Range Breakout Buy
2024.05.20 05:34:19,159.0,XAUUSDc,sell,out,0.56,2443.634,164.0,0,0.0,10.36,53.34,tp 2443.630
2024.05.22 00:06:01,160.0,XAUUSDc,buy,in,3.25,2422.526,165.0,0,0.0,0.0,53.34,Range Breakout Buy
2024.05.22 00:14:33,161.0,XAUUSDc,sell,out,3.25,2421.857,166.0,0,0.0,-2.18,51.16,sl 2421.866
2024.05.23 01:12:04,162.0,XAUUSDc,sell,in,0.31,2376.266,167.0,0,0.0,0.0,51.16,Range Breakout Sell
2024.05.23 17:28:27,163.0,XAUUSDc,buy,out,0.31,2337.596,168.0,0,0.0,11.99,63.15,tp 2337.603
2024.05.27 02:27:04,164.0,XAUUSDc,buy,in,1.37,2341.011,169.0,0,0.0,0.0,63.15,Range Breakout Buy
2024.05.27 02:30:36,165.0,XAUUSDc,sell,out,1.37,2339.455,170.0,0,0.0,-2.13,61.02,sl 2339.473
2024.05.28 01:36:00,166.0,XAUUSDc,buy,in,1.4,2354.255,171.0,0,0.0,0.0,61.02,Range Breakout Buy
2024.05.28 02:32:24,167.0,XAUUSDc,sell,out,1.4,2352.702,172.0,0,0.0,-2.17,58.85,sl 2352.721
2024.05.29 00:45:14,168.0,XAUUSDc,sell,in,2.72,2357.446,173.0,0,0.0,0.0,58.85,Range Breakout Sell
2024.05.29 00:48:04,169.0,XAUUSDc,buy,out,2.72,2358.248,174.0,0,0.0,-2.18,56.67,sl 2358.248
2024.05.30 00:03:03,170.0,XAUUSDc,sell,in,0.77,2336.265,175.0,0,0.0,0.0,56.67,Range Breakout Sell
2024.05.30 01:12:15,171.0,XAUUSDc,buy,out,0.77,2338.391,176.0,0,0.0,-1.64,55.03,sl 2338.378
2024.05.31 00:48:02,172.0,XAUUSDc,buy,in,1.03,2346.794,177.0,0,0.0,0.0,55.03,Range Breakout Buy
2024.05.31 01:09:36,173.0,XAUUSDc,sell,out,1.03,2344.936,178.0,0,0.0,-1.91,53.12,sl 2344.944
2024.06.04 01:09:05,174.0,XAUUSDc,sell,in,1.61,2349.661,179.0,0,0.0,0.0,53.12,Range Breakout Sell
2024.06.04 06:04:30,175.0,XAUUSDc,buy,out,1.61,2350.595,180.0,0,0.0,-1.5,51.62,sl 2350.571
2024.06.05 01:03:04,176.0,XAUUSDc,sell,in,0.98,2326.996,181.0,0,0.0,0.0,51.62,Range Breakout Sell
2024.06.05 01:32:37,177.0,XAUUSDc,buy,out,0.98,2328.724,182.0,0,0.0,-1.69,49.93,sl 2328.704
2024.06.06 01:03:02,178.0,XAUUSDc,buy,in,0.8,2357.498,183.0,0,0.0,0.0,49.93,Range Breakout Buy
2024.06.06 01:31:36,179.0,XAUUSDc,sell,out,0.8,2372.274,184.0,0,0.0,11.82,61.75,tp 2372.268
2024.06.07 01:12:06,180.0,XAUUSDc,sell,in,0.78,2374.97,185.0,0,0.0,0.0,61.75,Range Breakout Sell
2024.06.07 02:51:38,181.0,XAUUSDc,buy,out,0.78,2377.268,186.0,0,0.0,-1.79,59.96,sl 2377.237
2024.06.11 01:03:07,182.0,XAUUSDc,sell,in,0.26,2303.927,187.0,0,0.0,0.0,59.96,Range Breakout Sell
2024.06.11 12:12:02,183.0,XAUUSDc,buy,out,0.26,2310.821,188.0,0,0.0,-1.79,58.17,sl 2310.812
2024.06.12 00:54:01,184.0,XAUUSDc,sell,in,1.41,2313.492,189.0,0,0.0,0.0,58.17,Range Breakout Sell
2024.06.12 01:54:38,185.0,XAUUSDc,buy,out,1.41,2314.804,190.0,0,0.0,-1.85,56.32,sl 2314.782
2024.06.13 00:03:05,186.0,XAUUSDc,sell,in,1.38,2319.371,191.0,0,0.0,0.0,56.32,Range Breakout Sell
2024.06.13 00:24:31,187.0,XAUUSDc,buy,out,1.38,2320.778,192.0,0,0.0,-1.94,54.38,sl 2320.774
2024.06.14 00:15:02,188.0,XAUUSDc,sell,in,1.87,2301.623,193.0,0,0.0,0.0,54.38,Range Breakout Sell
2024.06.14 00:19:25,189.0,XAUUSDc,buy,out,1.87,2302.559,194.0,0,0.0,-1.75,52.63,sl 2302.526
2024.06.17 00:03:01,190.0,XAUUSDc,sell,in,0.68,2326.607,195.0,0,0.0,0.0,52.63,Range Breakout Sell
2024.06.17 01:20:39,191.0,XAUUSDc,buy,out,0.68,2328.932,196.0,0,0.0,-1.58,51.05,sl 2328.918
2024.06.18 00:03:08,192.0,XAUUSDc,buy,in,1.03,2322.547,197.0,0,0.0,0.0,51.05,Range Breakout Buy
2024.06.18 01:17:59,193.0,XAUUSDc,sell,out,1.03,2320.629,198.0,0,0.0,-1.98,49.07,sl 2320.634
2024.06.19 01:48:07,194.0,XAUUSDc,buy,in,1.91,2330.493,199.0,0,0.0,0.0,49.07,Range Breakout Buy
2024.06.19 02:06:22,195.0,XAUUSDc,sell,out,1.91,2329.468,200.0,0,0.0,-1.96,47.11,sl 2329.483
2024.06.20 01:03:05,196.0,XAUUSDc,buy,in,0.91,2331.385,201.0,0,0.0,0.0,47.11,Range Breakout Buy
2024.06.20 05:36:23,197.0,XAUUSDc,sell,out,0.91,2343.524,202.0,0,0.0,11.05,58.16,tp 2343.518
2024.06.21 00:03:09,198.0,XAUUSDc,buy,in,2.48,2361.585,203.0,0,0.0,0.0,58.16,Range Breakout Buy
2024.06.21 01:15:27,199.0,XAUUSDc,sell,out,2.48,2360.753,204.0,0,0.0,-2.06,56.1,sl 2360.764
2024.06.24 01:09:06,200.0,XAUUSDc,buy,in,0.8,2323.221,205.0,0,0.0,0.0,56.1,Range Breakout Buy
2024.06.24 02:11:39,201.0,XAUUSDc,sell,out,0.8,2321.135,206.0,0,0.0,-1.67,54.43,sl 2321.142
2024.06.25 10:09:06,202.0,XAUUSDc,buy,in,1.14,2334.689,207.0,0,0.0,0.0,54.43,Range Breakout Buy
2024.06.25 11:08:36,203.0,XAUUSDc,sell,out,1.14,2333.186,208.0,0,0.0,-1.71,52.72,sl 2333.200
2024.06.26 00:15:00,204.0,XAUUSDc,buy,in,0.54,2321.804,209.0,0,0.0,0.0,52.72,Range Breakout Buy
2024.06.26 00:36:03,205.0,XAUUSDc,sell,out,0.54,2318.675,210.0,0,0.0,-1.69,51.03,sl 2318.718
2024.06.27 00:15:02,206.0,XAUUSDc,buy,in,1.56,2299.893,211.0,0,0.0,0.0,51.03,Range Breakout Buy
2024.06.27 00:15:40,207.0,XAUUSDc,sell,out,1.56,2298.638,212.0,0,0.0,-1.96,49.07,sl 2298.656
2024.06.28 00:09:04,208.0,XAUUSDc,buy,in,2.1,2328.333,213.0,0,0.0,0.0,49.07,Range Breakout Buy
2024.06.28 00:09:36,209.0,XAUUSDc,sell,out,2.1,2327.317,214.0,0,0.0,-2.13,46.94,sl 2327.321
