Open Time,Order,Symbol,Type,Volume,Price,S / L,T / P,Time,State,Comment
2024.04.19 00:06:07,127.0,XAUUSDc,sell,0.79 / 0.79,0.0,2379.029,2362.37,2024.04.19 00:06:07,filled,Range Breakout Sell
2024.04.19 00:58:30,128.0,XAUUSDc,buy,0.79 / 0.79,0.0,,,2024.04.19 00:58:30,filled,sl 2379.029
2024.04.23 01:09:02,129.0,XAUUSDc,buy,1.11 / 1.11,0.0,2332.673,2344.193,2024.04.23 01:09:02,filled,Range Breakout Buy
2024.04.23 01:21:41,130.0,XAUUSDc,sell,1.11 / 1.11,0.0,,,2024.04.23 01:21:41,filled,sl 2332.673
2024.04.24 03:21:00,131.0,XAUUSDc,buy,0.82 / 0.82,0.0,2323.504,2338.444,2024.04.24 03:21:00,filled,Range Breakout Buy
2024.04.24 07:05:03,132.0,XAUUSDc,sell,0.82 / 0.82,0.0,,,2024.04.24 07:05:03,filled,sl 2323.504
2024.04.25 03:12:01,133.0,XAUUSDc,sell,0.23 / 0.23,0.0,2318.705,2268.818,2024.04.25 03:12:01,filled,Range Breakout Sell
2024.04.25 05:36:37,134.0,XAUUSDc,buy,0.23 / 0.23,0.0,,,2024.04.25 05:36:37,filled,sl 2318.705
2024.04.26 00:18:03,135.0,XAUUSDc,sell,1.28 / 1.28,0.0,2330.814,2321.823,2024.04.26 00:18:03,filled,Range Breakout Sell
2024.04.26 01:32:14,136.0,XAUUSDc,buy,1.28 / 1.28,0.0,,,2024.04.26 01:32:14,filled,sl 2330.814
2024.04.29 00:45:04,137.0,XAUUSDc,sell,1.55 / 1.55,0.0,2332.994,2325.767,2024.04.29 00:45:04,filled,Range Breakout Sell
2024.04.29 01:00:37,138.0,XAUUSDc,buy,1.55 / 1.55,0.0,,,2024.04.29 01:00:37,filled,tp 2325.767
2024.04.30 00:03:00,139.0,XAUUSDc,sell,1.15 / 1.15,0.0,2333.218,2321.221,2024.04.30 00:03:00,filled,Range Breakout Sell
2024.04.30 00:06:36,140.0,XAUUSDc,buy,1.15 / 1.15,0.0,,,2024.04.30 00:06:36,filled,sl 2333.218
2024.05.01 00:51:16,141.0,XAUUSDc,sell,1.15 / 1.15,0.0,2288.222,2276.639,2024.05.01 00:51:16,filled,Range Breakout Sell
2024.05.01 00:52:29,142.0,XAUUSDc,buy,1.15 / 1.15,0.0,,,2024.05.01 00:52:29,filled,sl 2288.222
2024.05.02 00:06:02,143.0,XAUUSDc,buy,1.3 / 1.3,0.0,2324.289,2334.009,2024.05.02 00:06:02,filled,Range Breakout Buy
2024.05.02 00:06:35,144.0,XAUUSDc,sell,1.3 / 1.3,0.0,,,2024.05.02 00:06:35,filled,sl 2324.289
2024.05.03 01:06:00,145.0,XAUUSDc,buy,1.02 / 1.02,0.0,2304.217,2316.052,2024.05.03 01:06:00,filled,Range Breakout Buy
2024.05.03 01:12:25,146.0,XAUUSDc,sell,1.02 / 1.02,0.0,,,2024.05.03 01:12:25,filled,sl 2304.217
2024.05.06 00:18:02,147.0,XAUUSDc,sell,0.52 / 0.52,0.0,2294.96,2272.667,2024.05.06 00:18:02,filled,Range Breakout Sell
2024.05.06 00:38:34,148.0,XAUUSDc,buy,0.52 / 0.52,0.0,,,2024.05.06 00:38:34,filled,sl 2294.960
2024.05.07 02:12:05,149.0,XAUUSDc,sell,0.9 / 0.9,0.0,2323.354,2310.808,2024.05.07 02:12:05,filled,Range Breakout Sell
2024.05.07 02:29:25,150.0,XAUUSDc,buy,0.9 / 0.9,0.0,,,2024.05.07 02:29:25,filled,sl 2323.354
2024.05.08 00:45:00,151.0,XAUUSDc,sell,2.39 / 2.39,0.0,2314.326,2309.7,2024.05.08 00:45:00,filled,Range Breakout Sell
2024.05.08 00:45:29,152.0,XAUUSDc,buy,2.39 / 2.39,0.0,,,2024.05.08 00:45:29,filled,sl 2314.326
2024.05.10 00:30:07,153.0,XAUUSDc,buy,1.04 / 1.04,0.0,2347.421,2357.672,2024.05.10 00:30:07,filled,Range Breakout Buy
2024.05.10 00:36:37,154.0,XAUUSDc,sell,1.04 / 1.04,0.0,,,2024.05.10 00:36:37,filled,sl 2347.421
2024.05.13 01:15:04,155.0,XAUUSDc,sell,0.51 / 0.51,0.0,2361.76,2341.483,2024.05.13 01:15:04,filled,Range Breakout Sell
2024.05.13 09:26:04,156.0,XAUUSDc,buy,0.51 / 0.51,0.0,,,2024.05.13 09:26:04,filled,tp 2341.483
2024.05.14 00:18:00,157.0,XAUUSDc,buy,1.75 / 1.75,0.0,2338.715,2346.059,2024.05.14 00:18:00,filled,Range Breakout Buy
2024.05.14 00:25:13,158.0,XAUUSDc,sell,1.75 / 1.75,0.0,,,2024.05.14 00:25:13,filled,sl 2338.715
2024.05.15 01:33:02,159.0,XAUUSDc,buy,0.86 / 0.86,0.0,2356.274,2370.566,2024.05.15 01:33:02,filled,Range Breakout Buy
2024.05.15 04:53:37,160.0,XAUUSDc,sell,0.86 / 0.86,0.0,,,2024.05.15 04:53:37,filled,sl 2356.274
2024.05.16 00:12:06,161.0,XAUUSDc,buy,0.78 / 0.78,0.0,2390.394,2405.622,2024.05.16 00:12:06,filled,Range Breakout Buy
2024.05.16 01:55:40,162.0,XAUUSDc,sell,0.78 / 0.78,0.0,,,2024.05.16 01:55:40,filled,sl 2390.394
2024.05.20 00:42:06,163.0,XAUUSDc,buy,0.56 / 0.56,0.0,2422.957,2443.63,2024.05.20 00:42:06,filled,Range Breakout Buy
2024.05.20 05:34:19,164.0,XAUUSDc,sell,0.56 / 0.56,0.0,,,2024.05.20 05:34:19,filled,tp 2443.630
2024.05.22 00:06:01,165.0,XAUUSDc,buy,3.25 / 3.25,0.0,2421.866,2426.285,2024.05.22 00:06:01,filled,Range Breakout Buy
2024.05.22 00:14:33,166.0,XAUUSDc,sell,3.25 / 3.25,0.0,,,2024.05.22 00:14:33,filled,sl 2421.866
2024.05.23 01:12:04,167.0,XAUUSDc,sell,0.31 / 0.31,0.0,2381.451,2337.603,2024.05.23 01:12:04,filled,Range Breakout Sell
2024.05.23 17:28:27,168.0,XAUUSDc,buy,0.31 / 0.31,0.0,,,2024.05.23 17:28:27,filled,tp 2337.603
2024.05.27 02:27:04,169.0,XAUUSDc,buy,1.37 / 1.37,0.0,2339.473,2351.902,2024.05.27 02:27:04,filled,Range Breakout Buy
2024.05.27 02:30:36,170.0,XAUUSDc,sell,1.37 / 1.37,0.0,,,2024.05.27 02:30:36,filled,sl 2339.473
2024.05.28 01:36:00,171.0,XAUUSDc,buy,1.4 / 1.4,0.0,2352.721,2364.457,2024.05.28 01:36:00,filled,Range Breakout Buy
2024.05.28 02:32:24,172.0,XAUUSDc,sell,1.4 / 1.4,0.0,,,2024.05.28 02:32:24,filled,sl 2352.721
2024.05.29 00:45:14,173.0,XAUUSDc,sell,2.72 / 2.72,0.0,2358.248,2352.407,2024.05.29 00:45:14,filled,Range Breakout Sell
2024.05.29 00:48:04,174.0,XAUUSDc,buy,2.72 / 2.72,0.0,,,2024.05.29 00:48:04,filled,sl 2358.248
2024.05.30 00:03:03,175.0,XAUUSDc,sell,0.77 / 0.77,0.0,2338.378,2318.605,2024.05.30 00:03:03,filled,Range Breakout Sell
2024.05.30 01:12:15,176.0,XAUUSDc,buy,0.77 / 0.77,0.0,,,2024.05.30 01:12:15,filled,sl 2338.378
2024.05.31 00:48:02,177.0,XAUUSDc,buy,1.03 / 1.03,0.0,2344.944,2359.317,2024.05.31 00:48:02,filled,Range Breakout Buy
2024.05.31 01:09:36,178.0,XAUUSDc,sell,1.03 / 1.03,0.0,,,2024.05.31 01:09:36,filled,sl 2344.944
2024.06.04 01:09:05,179.0,XAUUSDc,sell,1.61 / 1.61,0.0,2350.571,2341.679,2024.06.04 01:09:05,filled,Range Breakout Sell
2024.06.04 06:04:30,180.0,XAUUSDc,buy,1.61 / 1.61,0.0,,,2024.06.04 06:04:30,filled,sl 2350.571
2024.06.05 01:03:04,181.0,XAUUSDc,sell,0.98 / 0.98,0.0,2328.704,2314.574,2024.06.05 01:03:04,filled,Range Breakout Sell
2024.06.05 01:32:37,182.0,XAUUSDc,buy,0.98 / 0.98,0.0,,,2024.06.05 01:32:37,filled,sl 2328.704
2024.06.06 01:03:02,183.0,XAUUSDc,buy,0.8 / 0.8,0.0,2355.546,2372.268,2024.06.06 01:03:02,filled,Range Breakout Buy
2024.06.06 01:31:36,184.0,XAUUSDc,sell,0.8 / 0.8,0.0,,,2024.06.06 01:31:36,filled,tp 2372.268
2024.06.07 01:12:06,185.0,XAUUSDc,sell,0.78 / 0.78,0.0,2377.237,2355.907,2024.06.07 01:12:06,filled,Range Breakout Sell
2024.06.07 02:51:38,186.0,XAUUSDc,buy,0.78 / 0.78,0.0,,,2024.06.07 02:51:38,filled,sl 2377.237
2024.06.11 01:03:07,187.0,XAUUSDc,sell,0.26 / 0.26,0.0,2310.812,2249.414,2024.06.11 01:03:07,filled,Range Breakout Sell
2024.06.11 12:12:02,188.0,XAUUSDc,buy,0.26 / 0.26,0.0,,,2024.06.11 12:12:02,filled,sl 2310.812
2024.06.12 00:54:01,189.0,XAUUSDc,sell,1.41 / 1.41,0.0,2314.782,2303.721,2024.06.12 00:54:01,filled,Range Breakout Sell
2024.06.12 01:54:38,190.0,XAUUSDc,buy,1.41 / 1.41,0.0,,,2024.06.12 01:54:38,filled,sl 2314.782
2024.06.13 00:03:05,191.0,XAUUSDc,sell,1.38 / 1.38,0.0,2320.774,2309.821,2024.06.13 00:03:05,filled,Range Breakout Sell
2024.06.13 00:24:31,192.0,XAUUSDc,buy,1.38 / 1.38,0.0,,,2024.06.13 00:24:31,filled,sl 2320.774
2024.06.14 00:15:02,193.0,XAUUSDc,sell,1.87 / 1.87,0.0,2302.526,2294.705,2024.06.14 00:15:02,filled,Range Breakout Sell
2024.06.14 00:19:25,194.0,XAUUSDc,buy,1.87 / 1.87,0.0,,,2024.06.14 00:19:25,filled,sl 2302.526
2024.06.17 00:03:01,195.0,XAUUSDc,sell,0.68 / 0.68,0.0,2328.918,2308.092,2024.06.17 00:03:01,filled,Range Breakout Sell
2024.06.17 01:20:39,196.0,XAUUSDc,buy,0.68 / 0.68,0.0,,,2024.06.17 01:20:39,filled,sl 2328.918
